signal_id	bulk_route	source_review_verdict	source_review_role	review_priority	shards	queries	source_path	source_line	reason	claim_ceiling	next_action
LIMEN-SIGNAL-6B418D6D380531AE	closed_merge_existing_surface	merge_existing_surface	already-modeled registry surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	78	Candidate row points to the Government of Canada AI Register already modeled locally.	Dedup only; no new source claim.	Deduplicate against existing modeled surface.
LIMEN-SIGNAL-6B4FAA45E8C1E574	closed_merge_existing_surface	merge_existing_surface	already-modeled registry surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	87	Candidate row points to the Government of Canada AI Register already modeled locally.	Dedup only; no new source claim.	Deduplicate against existing modeled surface.
LIMEN-SIGNAL-6B69B45E388B5202	closed_merge_existing_surface	merge_existing_surface	already-modeled registry surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	49	Canonical row points to the Dutch Algorithm Register already modeled locally.	Dedup only; no new source claim.	Deduplicate against existing modeled surface.
LIMEN-SIGNAL-6BE8F298011F020A	closed_merge_existing_surface	merge_existing_surface	already-modeled registry surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	70	Candidate row points to the Government of Canada AI Register already modeled locally.	Dedup only; no new source claim.	Deduplicate against existing modeled surface.
LIMEN-SIGNAL-6D7F48CADB2FC33E	closed_merge_existing_surface	merge_existing_surface	existing_registry_or_register_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	16	Dutch Algorithm Register CSV row is an existing registry surface.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	deduplicate to existing modeled surface
LIMEN-SIGNAL-6D8DBBBCD6C03FAA	closed_merge_existing_surface	merge_existing_surface	existing_registry_or_register_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/country-readiness/pallas-country-ai-readiness-v0.2.md	152	Markdown cites the already-modeled Dutch Algorithm Register.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	deduplicate to existing modeled surface
LIMEN-SIGNAL-7097960E235F6D44	closed_merge_existing_surface	merge_existing_surface	existing_registry_or_register_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/gaia/tyche-research-vault/data/eu-agent-atlas-v0.1/exports/eu-agent-atlas-facts-v0.1.csv	29	Fact row points back to the already-modeled Dutch Algorithm Register.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	deduplicate to existing modeled surface
LIMEN-SIGNAL-709CA2B9D0FC9CB3	closed_merge_existing_surface	merge_existing_surface	existing_registry_or_register_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-014/field-support-normalized-v0.1.csv	10	Auto-translated Dutch register record still duplicates the same modeled register.	translation-safe source review only; no legal or policy conclusion from machine translation	deduplicate to existing modeled surface
LIMEN-SIGNAL-70EA744384FD6020	closed_merge_existing_surface	merge_existing_surface	existing_registry_or_register_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	29	Dutch accession-candidate row duplicates the existing modeled register.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	deduplicate to existing modeled surface
LIMEN-SIGNAL-715D3F1E5ED738C1	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1482	Government of Canada AI Register row from an already-modeled local registry surface.	dedupe to an already-modeled local source surface only; no new source-surface promotion.	merge into existing local surface record
LIMEN-SIGNAL-71AD888FE9E293C3	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	85	Dutch Algorithm Register record from an already-modeled local registry surface.	dedupe to an already-modeled local source surface only; no new source-surface promotion.	merge into existing local surface record
LIMEN-SIGNAL-720E238DDDD44C4C	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	76	Dutch Algorithm Register record from an already-modeled local registry surface.	dedupe to an already-modeled local source surface only; no new source-surface promotion.	merge into existing local surface record
LIMEN-SIGNAL-72541D3E218EC9A8	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	97	Government of Canada AI Register candidate row from an already-modeled local registry surface.	dedupe to an already-modeled local source surface only; no new source-surface promotion.	merge into existing local surface record
LIMEN-SIGNAL-735426603009E01D	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	32	Dutch Algorithm Register record from an already-modeled local registry surface.	dedupe to an already-modeled local source surface only; no new source-surface promotion.	merge into existing local surface record
LIMEN-SIGNAL-73BB09EEDEADC300	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050415Z/tables/registry-sample-records-v0.2.csv	4	Dutch Algorithm Register sample record duplicates an already-modeled registry surface.	dedupe to an already-modeled local source surface only; no new source-surface promotion.	merge into existing local surface record
LIMEN-SIGNAL-7498DF501EAD7E7F	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	12	Dutch Algorithm Register accession-candidate row duplicates an already-modeled registry surface.	dedupe to an already-modeled local source surface only; no new source-surface promotion.	merge into existing local surface record
LIMEN-SIGNAL-74C6A7C34079567B	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	89	Dutch Algorithm Register record from an already-modeled local registry surface.	dedupe to an already-modeled local source surface only; no new source-surface promotion.	merge into existing local surface record
LIMEN-SIGNAL-758A72BEEC878076	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv	569	Same Japanese DS-920 surface already appears elsewhere in local modeled materials.	dedupe to an already-modeled local source surface only; no new source-surface promotion.	merge into existing local surface record
LIMEN-SIGNAL-76B36DD119845467	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	23	Already-modeled Dutch algorithm-register surface or record proxy; dedupe instead of re-promoting.	Dedupe to existing modeled surface only; no new source claim.	Merge into existing modeled surface and remove duplicate queue item.
LIMEN-SIGNAL-77BED3B04E4694D0	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1499	Already-modeled Canada AI Register surface or record proxy; dedupe instead of re-promoting.	Dedupe to existing modeled surface only; no new source claim.	Merge into existing modeled surface and remove duplicate queue item.
LIMEN-SIGNAL-78389E63268E941C	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/figures-tables/registry-taxonomy.md	15	Already-modeled Dutch algorithm-register surface or record proxy; dedupe instead of re-promoting.	Dedupe to existing modeled surface only; no new source claim.	Merge into existing modeled surface and remove duplicate queue item.
LIMEN-SIGNAL-7840B65EEFD56104	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1440	Already-modeled Canada AI Register surface or record proxy; dedupe instead of re-promoting.	Dedupe to existing modeled surface only; no new source claim.	Merge into existing modeled surface and remove duplicate queue item.
LIMEN-SIGNAL-7847C68C944E6FC5	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	52	Already-modeled Dutch algorithm-register surface or record proxy; dedupe instead of re-promoting.	Dedupe to existing modeled surface only; no new source claim.	Merge into existing modeled surface and remove duplicate queue item.
LIMEN-SIGNAL-787666375550314B	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1441	Already-modeled Canada AI Register surface or record proxy; dedupe instead of re-promoting.	Dedupe to existing modeled surface only; no new source claim.	Merge into existing modeled surface and remove duplicate queue item.
LIMEN-SIGNAL-796534D9FBD3F970	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-gap-map-v0.2.csv	8	Already-modeled Dutch algorithm-register surface or record proxy; dedupe instead of re-promoting.	Dedupe to existing modeled surface only; no new source claim.	Merge into existing modeled surface and remove duplicate queue item.
LIMEN-SIGNAL-796EC98FE106AC7E	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	69	Already-modeled Dutch algorithm-register surface or record proxy; dedupe instead of re-promoting.	Dedupe to existing modeled surface only; no new source claim.	Merge into existing modeled surface and remove duplicate queue item.
LIMEN-SIGNAL-79DE2D79BD1826FF	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/gaia/tyche-research-vault/data/eu-agent-atlas-v0.1/facts.jsonl	23	Points to an already-modeled local source surface; keep as dedupe only.	Dedupe to existing modeled surface only; no new source claim.	Merge into existing modeled surface and remove duplicate queue item.
LIMEN-SIGNAL-7A53C6E3B324EE5C	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-source-family-denominator-post-accession-20260607.csv	8	Points to an already-modeled local source surface; keep as dedupe only.	Dedupe to existing modeled surface only; no new source claim.	Merge into existing modeled surface and remove duplicate queue item.
LIMEN-SIGNAL-7A8BA535D8CC4261	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	24	Already-modeled Dutch algorithm-register surface or record proxy; dedupe instead of re-promoting.	Dedupe to existing modeled surface only; no new source claim.	Merge into existing modeled surface and remove duplicate queue item.
LIMEN-SIGNAL-7AC16630AC1750E8	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	94	Row points to already-modeled local surface (Government of Canada AI Register) or duplicates an existing surfaced entry.	Deduplicate to the existing modeled surface only.	Deduplicate to existing surface.
LIMEN-SIGNAL-7BC1E3643FDFC7B5	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-014/field-support-normalized-v0.1.csv	13	Row points to already-modeled local surface (Algorithm Register of the Dutch government) or duplicates an existing surfaced entry.	Deduplicate to the existing modeled surface only.	Deduplicate to existing surface.
LIMEN-SIGNAL-7BE71E2C7306787C	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-022/field-coding-subset-materialization-v0.1.csv	21	Row points to already-modeled local surface (Algorithm Register of the Dutch government) or duplicates an existing surfaced entry.	Deduplicate to the existing modeled surface only.	Deduplicate to existing surface.
LIMEN-SIGNAL-7C4D3386CF639ED7	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	25	Row points to already-modeled local surface (Algorithm Register of the Dutch government) or duplicates an existing surfaced entry.	Deduplicate to the existing modeled surface only.	Deduplicate to existing surface.
LIMEN-SIGNAL-7C85336A0510EED0	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-all-record-source-summary-20260607.csv	5	Row points to already-modeled local surface (Government of Canada AI Register) or duplicates an existing surfaced entry.	Deduplicate to the existing modeled surface only.	Deduplicate to existing surface.
LIMEN-SIGNAL-7C909FA9C9960E65	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/tables/registry-gap-map-v0.2.csv	9	Row points to already-modeled local surface (Algorithm Register of the Dutch government) or duplicates an existing surfaced entry.	Deduplicate to the existing modeled surface only.	Deduplicate to existing surface.
LIMEN-SIGNAL-7C9D387C9BA8E94E	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	42	Row points to already-modeled local surface (Algorithm Register of the Dutch government) or duplicates an existing surfaced entry.	Deduplicate to the existing modeled surface only.	Deduplicate to existing surface.
LIMEN-SIGNAL-7CE592057B4A86C0	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	130	Row points to already-modeled local surface (Government of Canada AI Register) or duplicates an existing surfaced entry.	Deduplicate to the existing modeled surface only.	Deduplicate to existing surface.
LIMEN-SIGNAL-7DCFB65BEF05D102	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/staged-preprint-packages/atlas-data-method-staged-package-20260607T080358Z/sources/sources.md	892	Row points to already-modeled local surface (existing local surface) or duplicates an existing surfaced entry.	Deduplicate to the existing modeled surface only.	Deduplicate to existing surface.
LIMEN-SIGNAL-7E23D345093B82F7	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1439	Row points to already-modeled local surface (Government of Canada AI Register) or duplicates an existing surfaced entry.	Deduplicate to the existing modeled surface only.	Deduplicate to existing surface.
LIMEN-SIGNAL-7F15BA67D51C63BB	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	public administration AI	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv	637	Row points to already-modeled local surface (existing local surface) or duplicates an existing surfaced entry.	Deduplicate to the existing modeled surface only.	Deduplicate to existing surface.
LIMEN-SIGNAL-7F7BD50DBF34C75B	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-level-denominator-v0.2.csv	4	Row points to already-modeled local surface (Algorithm Register of the Dutch government) or duplicates an existing surfaced entry.	Deduplicate to the existing modeled surface only.	Deduplicate to existing surface.
LIMEN-SIGNAL-80B63C6BEAF16A07	closed_merge_existing_surface	merge_existing_surface	duplicate_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-020/source-role-flow-figure-v1.csv	17	Proxy row duplicates the already-modeled Dutch Algorithm Register surface.	dedupe only; no new substantive claim beyond the already-modeled surface	dedupe against existing surface record
LIMEN-SIGNAL-814BC5CBC33C70E2	closed_merge_existing_surface	merge_existing_surface	duplicate_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_LANE_SOURCE_CANDIDATES.csv	191	Proxy row duplicates the already-modeled Dutch Algorithm Register surface.	dedupe only; no new substantive claim beyond the already-modeled surface	dedupe against existing surface record
LIMEN-SIGNAL-831DCFF8EF5AF1B3	closed_merge_existing_surface	merge_existing_surface	duplicate_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/manuscript.html	126	Proxy row duplicates the already-modeled Dutch Algorithm Register surface.	dedupe only; no new substantive claim beyond the already-modeled surface	dedupe against existing surface record
LIMEN-SIGNAL-8382FB1E68B6E358	closed_merge_existing_surface	merge_existing_surface	duplicate_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/record-level-depth-audit-v0.11.csv	13	Proxy row duplicates the already-modeled Dutch Algorithm Register surface.	dedupe only; no new substantive claim beyond the already-modeled surface	dedupe against existing surface record
