sidecar_id	generated_at_utc	dashboard_export	source_row_number	row_key	dashboard_surface	manuscript_surface	source_pointer_status	source_id_or_pointer	source_url_or_path	accessed_at_status	rights_terms_status	language	jurisdiction	translation_status	denominator_scope	claim_ceiling	uncertainty_flag	reviewer_safe_reading	provenance_note	observatory_hook	action_needed_before_public_dashboard
DRPS-089	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	18	REVIEW-NOMERGE-LANGCHAIN-001::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/security-agentic-candidates.jsonl; sources/sources.md	data/cases/security-agentic-candidates.jsonl; sources/sources.md	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. The older LangChain row is an execution-surface prompt-injection vulnerability in LLMMathChain, while the newer row is a vendor-advisory-backed unsafe-deserialization and message-history poisoning issue in load()/loads() paths. Together they strengthen a bounded subtype around agent/runtime trust-boundary failures inside the same framework family without creating a same-event duplicate claim.	same framework family but distinct vulnerable components and exploit surfaces (LLMMathChain Python exec vs load()/loads() object revival and chat-history poisoning)	double-counting control; not proof no duplicates remain	2026-06-07T17:04:32Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-090	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	19	REVIEW-NOMERGE-FILEREAD-001::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/security-agentic-candidates.jsonl	data/cases/security-agentic-candidates.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. Claude Code's default allowlist enabled unauthorized file read plus exfiltration before a forced update, while the CrewAI JSON loader flaw allowed arbitrary server-side local file read. These are separate vulnerabilities in different products, but together they support a reviewer-legible file-disclosure / boundary-bypass subtype inside the security_risk + agentic_control_failure stack.	repeated file-disclosure pattern across distinct agent frameworks; no shared event, actor, or advisory lineage	double-counting control; not proof no duplicates remain	2026-06-07T17:04:32Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-091	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	20	REVIEW-IDCOLLISION-LIMEN-000008::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. Bare case_id reuse now points to an FCC deepfake robocall enforcement matter and a separate LangChain state-revival / message-history-poisoning vulnerability; downstream joins must use file-qualified or globally normalized IDs.	not a duplicate cluster; namespace collision across distinct deepfake-governance and agent-memory security lineages	double-counting control; not proof no duplicates remain	2026-06-07T15:49:00Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-092	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	21	REVIEW-IDCOLLISION-LIMEN-000009::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. Bare case_id reuse now points to the Slovenian police ORION public-sector pilot row and a separate PraisonAI ownership-assignment vulnerability; downstream joins must use file-qualified or globally normalized IDs.	not a duplicate cluster; namespace collision across distinct public-sector border-management and agent-workspace authorization lineages	double-counting control; not proof no duplicates remain	2026-06-07T15:49:00Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-093	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	22	REVIEW-IDCOLLISION-LIMEN-000012::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. Bare case_id reuse now points to a Datatilsynet legal-basis opinion on AI-supported disability-allowance screening and a separate Playwright MCP DNS-rebinding / origin-validation vulnerability; downstream joins must use file-qualified or globally normalized IDs.	not a duplicate cluster; namespace collision across distinct Danish public-sector governance and MCP security lineages	double-counting control; not proof no duplicates remain	2026-06-07T17:19:48Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-094	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	23	REVIEW-NOMERGE-FTC-001::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/authoritative-candidates.jsonl; results/authoritative-scout/ftc-nonfinance-promotion-matrix-v0.1.tsv	data/cases/authoritative-candidates.jsonl; results/authoritative-scout/ftc-nonfinance-promotion-matrix-v0.1.tsv	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not collapse. The DoNotPay AI-lawyer matter and the Workado AI-detector accuracy matter are separate FTC complaint-plus-final-order packages with different products, dates, and claim particulars, but together they establish a bounded non-finance authoritative false-capability recurrence package outside the SEC finance subset.	same regulator family and complaint-plus-final-order posture, but different products, dates, claimed capabilities, and affected-use contexts	double-counting control; not proof no duplicates remain	2026-06-07T17:51:01Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-095	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	24	REVIEW-NOMERGE-RI-SPRINGER-001::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	results/boost/limen-boost-008/candidate-cases.jsonl; results/boost/limen-boost-008/notice-text-evidence.tsv; results/boost/limen-boost-008/springer-book-chapter-notice-audit.tsv; results/dashboard-paper/procedural-contamination-source-depth-panel-v0.1.tsv; results/paper-snapshot-20260607/exports/authoritative-source-anchors.tsv	results/boost/limen-boost-008/candidate-cases.jsonl; results/boost/limen-boost-008/notice-text-evidence.tsv; results/boost/limen-boost-008/springer-book-chapter-notice-audit.tsv; results/dashboard-paper/procedural-contamination-source-depth-panel-v0.1.tsv; results/paper-snapshot-20260607/exports/authoritative-source-anchors.tsv	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. `LIMEN-008-LEAD-005` and `LIMEN-008-LEAD-006` now form a reviewer-safe repeated research-integrity pattern around direct publisher-originating notice text on unverifiable references, but they remain distinct scholarly objects with different notice language, venue forms, and posting surfaces. Use this pair to show that the direct-notice slice is no longer a one-off while keeping the publisher-family concentration explicit and avoiding prevalence or cross-publisher claims.	same publisher family and same narrow contamination pattern, but distinct scholarly objects, notice texts, and venue roles (journal article vs book)	double-counting control; not proof no duplicates remain	2026-06-08T07:02:00Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-096	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	25	REVIEW-NOMERGE-TRUSTBOUNDARY-001::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/security-agentic-candidates.jsonl; results/security/security-agentic-trust-boundary-breadth-board-v0.1.tsv; results/security/security-agentic-watch-v0.1.tsv	data/cases/security-agentic-candidates.jsonl; results/security/security-agentic-trust-boundary-breadth-board-v0.1.tsv; results/security/security-agentic-watch-v0.1.tsv	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. PraisonAI let a low-privilege workspace member add an arbitrary user as owner, while Playwright MCP accepted unauthorized local MCP requests through DNS rebinding because Origin validation was missing. These are separate products and exploit surfaces, but together they create a reviewer-safe non-merge recurrence around authorization-boundary failures in agent-tool orchestration without implying same-event identity, broad prevalence, or non-MCP closure.	repeated authorization-boundary / trust-boundary pattern across distinct agent-tool products; no shared event, actor, or advisory lineage	double-counting control; not proof no duplicates remain	2026-06-08T09:43:37Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-097	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	26	REVIEW-NOMERGE-MCP-001::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/security-agentic-candidates.jsonl; results/security/security-agentic-watch-v0.1.tsv; results/security/security-agentic-trust-boundary-breadth-board-v0.1.tsv; results/security/security-agentic-publication-cell-matrix-v0.1.tsv	data/cases/security-agentic-candidates.jsonl; results/security/security-agentic-watch-v0.1.tsv; results/security/security-agentic-trust-boundary-breadth-board-v0.1.tsv; results/security/security-agentic-publication-cell-matrix-v0.1.tsv	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. Playwright MCP accepted unauthorized local MCP requests through DNS rebinding because Origin validation was missing, while ToolHive stored restartable MCP-server secrets in run config files readable from the deployer home folder. These are separate products and exploit surfaces, but together they create a reviewer-safe non-merge recurrence around MCP/deployment trust-boundary failures without implying same-event identity, broad ecosystem prevalence, or closure of the still-thin non-MCP trust-boundary slice.	repeated MCP/deployment trust-boundary pattern across distinct developer-tool products; no shared event, actor, or advisory lineage	double-counting control; not proof no duplicates remain	2026-06-08T09:58:59Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-098	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	27	REVIEW-NOMERGE-RI-AI-MANIP-001::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	results/boost/limen-boost-008/nejm-wayback-notice-audit.tsv; results/boost/limen-boost-008/notice-text-evidence.tsv; results/source-map/research-integrity-family-inventory-v0.1.tsv; results/boost/limen-dedupe-cluster-taxonomy/research-integrity-cross-publisher-direct-notice-audit-2026-06-08T17-42-03Z.tsv	results/boost/limen-boost-008/nejm-wayback-notice-audit.tsv; results/boost/limen-boost-008/notice-text-evidence.tsv; results/source-map/research-integrity-family-inventory-v0.1.tsv; results/boost/limen-dedupe-cluster-taxonomy/research-integrity-cross-publisher-direct-notice-audit-2026-06-08T17-42-03Z.tsv	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. The NEJM AI-imagery retraction and the Springer fake-reference retraction are separate scholarly events, but both now have direct publisher-originating notice text tying the action to AI-mediated manipulation of the scholarly record. This is a bounded cross-publisher recurrence overlay, not same-event evidence, not prevalence support, and not proof that all research-integrity rows have reached direct-notice grade.	distinct publisher families and venue contexts (archived NEJM notice vs live Springer notice); no shared event, actor, or notice text	double-counting control; not proof no duplicates remain	2026-06-08T17:42:03Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
DRPS-099	2026-06-18T06:04:55Z	results/dashboard/duplicate-review-graph.tsv	28	REVIEW-NOMERGE-BIOMETRIC-001::edge1	Duplicate-review graph	Figure 8	direct_row_pointer	data/cases/authoritative-candidates.jsonl; sources/authoritative-source-ledger.tsv; results/authoritative-scout/french-cnil-official-search-discovery-audit-v0.1.tsv	data/cases/authoritative-candidates.jsonl; sources/authoritative-source-ledger.tsv; results/authoritative-scout/french-cnil-official-search-discovery-audit-v0.1.tsv	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export	not_row_level_in_export	not_applicable_or_not_row_level	bounded duplicate-review edge set; 27 edges; 0 merge decisions in current package	Do not merge. Chelmer Valley High School is a UK ICO reprimand tied to facial-recognition canteen payments introduced without a prior DPIA and without properly obtained explicit consent, while the CNIL row is a French warning that a proposed sports-club facial-recognition system for commercial stadium-ban enforcement lacked compliant legal basis absent special legislation. Together they create a reviewer-safe cross-jurisdiction biometric-governance recurrence package without proving same event identity, deployer equivalence, sanction-depth equivalence, or deployment completion in France.	repeated facial-recognition legality pattern across different regulators, deployers, and contexts (school canteen payments vs commercial stadium-ban screening); no shared event, actor, or sanction posture	double-counting control; not proof no duplicates remain	2026-06-08T16:02:46Z	not_row_level_in_export	join_access_date_and_rights_terms_from_source_ledger; add_language_if_row_claim_is_source_level; add_jurisdiction_if_row_claim_is_source_level
